run,data_stream,timestamp,version,check,raw:count,raw:total_size_gb,raw:size_per_file_gb,trigprim:count,trigprim:total_size_gb,trigprim:size_per_file_gb,full-reconstructed:count,full-reconstructed:total_size_gb,full-reconstructed:size_per_file_gb,full-reconstructed:check,root-tuple-virtual:count,root-tuple-virtual:total_size_gb,root-tuple-virtual:size_per_file_gb,root-tuple-virtual:check
28675,cosmics,20240814T021729Z,unknown,,,,,8,33.425,4.178125,,,,,,,,
28676,cosmics,20240814T022758Z,unknown,,,,,483,2024.614,4.191747,,,,,,,,
28677,cosmics,20240814T060202Z,unknown,,,,,41,171.198,4.175560000000001,,,,,,,,
28678,cosmics,20240814T064010Z,v09_91_02d01,,448,1870.809,4.175912,77,324.298,4.2116620000000005,448,321.192,0.716946,0,448,12.082,0.026968,0
28679,calibration,20240814T071620Z,unknown,,8,2.312,0.289,,,,,,,,,,,
28680,cosmics,20240814T071640Z,unknown,,,,,11,42.186,3.83509,,,,,,,,
28681,physics,20240814T072524Z,v09_91_02d01,,240,988.73,4.119707999999999,,,,238,171.691,0.72139,-2,238,6.359,0.026718,-2
28682,cosmics,20240814T080719Z,v09_91_02d01,,798,3380.567,4.236299,1149,4844.003,4.215841999999999,797,581.233,0.7292759999999999,-1,797,22.639,0.028405,-1
28693,cosmics,20240814T164032Z,unknown,,,,,52,216.492,4.163307,,,,,,,,
28694,physics,20240814T171310Z,v09_91_02d01,,2472,10529.687,4.259582,,,,2461,1972.893,0.801663,-11,2460,68.992,0.028045,-12
28695,physics,20240814T195458Z,v09_91_02d01,,80,340.542,4.256774999999999,,,,80,55.656,0.695699,0,80,1.459,0.018237,0
28696,cosmics,20240814T202614Z,unknown,,,,,1400,5874.449,4.196034,,,,,,,,
28697,physics,20240815T060430Z,v09_91_02d01,,1040,4416.587,4.2467179999999995,,,,1038,807.502,0.7779400000000001,-2,1038,28.379,0.02734,-2
28698,cosmics,20240815T093612Z,unknown,,,,,38,159.063,4.185868,,,,,,,,
28699,cosmics,20240815T100001Z,unknown,,,,,7,28.609,4.087,,,,,,,,
28700,cosmics,20240815T100919Z,unknown,,,,,8,31.6,3.95,,,,,,,,
28701,cosmics,20240815T102134Z,unknown,,,,,406,1705.867,4.201642,,,,,,,,
28704,cosmics,20240815T131859Z,v09_91_02d01,,3,11.033,3.6776660000000003,32,132.518,4.1411869999999995,3,1.947,0.649,0,3,0.059,0.019666,0
28705,physics,20240815T134649Z,v09_91_02d01,,120,479.692,3.997433,,,,120,85.534,0.712783,0,120,2.42,0.020166,0
28707,cosmics,20240815T140420Z,unknown,,,,,2252,9487.601,4.212966000000001,,,,,,,,
28709,physics,20240816T062000Z,v09_91_02d01,,432,1837.519,4.253515999999999,,,,431,338.209,0.784707,-1,431,11.581,0.02687,-1
28710,cosmics,20240816T073206Z,v09_91_02d01,,1000,4224.218,4.224218,131,551.891,4.2129080000000005,1000,725.31,0.7253099999999999,0,1000,27.627,0.027627,0
28711,cosmics,20240816T083650Z,unknown,,,,,11,45.541,4.14009,,,,,,,,
28714,cosmics,20240816T085202Z,unknown,,,,,6,21.92,3.653333,,,,,,,,
28715,cosmics,20240816T090003Z,unknown,,,,,5,20.651,4.130199999999999,,,,,,,,
28716,cosmics,20240816T090845Z,unknown,,,,,5,19.428,3.8855999999999997,,,,,,,,
28719,cosmics,20240816T091456Z,unknown,,,,,10,38.167,3.8167,,,,,,,,
28721,physics,20240816T092738Z,v09_91_02d01,,16,51.617,3.2260619999999998,,,,16,9.393,0.587062,0,16,0.329,0.020562,0
28723,cosmics,20240816T093649Z,unknown,,,,,4,14.259,3.56475,,,,,,,,
28726,cosmics,20240816T100301Z,unknown,,,,,4,13.052,3.263,,,,,,,,
28728,cosmics,20240816T101132Z,unknown,,,,,90,376.493,4.183255,,,,,,,,
28731,cosmics,20240816T105810Z,unknown,,,,,32,132.286,4.1339369999999995,,,,,,,,
28732,cosmics,20240816T114322Z,unknown,,,,,6,21.623,3.6038330000000003,,,,,,,,
28733,cosmics,20240816T114841Z,unknown,,,,,9,36.285,4.031666,,,,,,,,
28734,cosmics,20240816T115813Z,unknown,,,,,4,16.316,4.078999,,,,,,,,
28735,cosmics,20240816T120319Z,unknown,,,,,79,330.276,4.180707999999999,,,,,,,,
28736,cosmics,20240816T124754Z,unknown,,,,,195,817.47,4.192153,,,,,,,,
28741,cosmics,20240816T142828Z,v09_91_02d01,,70,293.663,4.195185,94,391.431,4.164159,70,51.32,0.7331420000000001,0,70,1.937,0.027670999999999998,0
28742,cosmics,20240816T163945Z,v09_91_02d01,,29,122.322,4.218,337,1412.025,4.189985,29,21.249,0.732724,0,29,0.805,0.027757999999999998,0
28743,cosmics,20240816T190513Z,unknown,,,,,36,148.779,4.13275,,,,,,,,
28744,cosmics,20240816T192701Z,unknown,,,,,6,21.117,3.5195,,,,,,,,
28745,cosmics,20240816T193408Z,unknown,,,,,56,234.263,4.183267,,,,,,,,
28746,cosmics,20240816T200048Z,unknown,,,,,21,85.627,4.077476,,,,,,,,
28747,cosmics,20240816T201333Z,unknown,,,,,17,71.057,4.179823000000001,,,,,,,,
28748,physics,20240816T202857Z,v09_91_02d01,,24,92.816,3.867333,,,,24,17.084,0.7118329999999999,0,24,0.614,0.025582999999999998,0
28749,physics,20240816T204133Z,v09_91_02d01,,16,37.175,2.3234369999999998,,,,16,6.845,0.427812,0,16,0.221,0.013812,0
28750,cosmics,20240816T205242Z,unknown,,,,,6,24.703,4.117166,,,,,,,,
28751,physics,20240816T211924Z,v09_91_02d01,,3792,16139.731,4.256258,,,,3785,2953.92,0.780428,-7,3785,104.444,0.027594,-7
28752,cosmics,20240817T093135Z,unknown,,,,,6,25.149,4.1915,,,,,,,,
28753,physics,20240817T094627Z,v09_91_02d01,,40,164.116,4.102899000000001,,,,40,29.308,0.7327,0,40,1.126,0.028149999999999998,0
28754,cosmics,20240817T100513Z,unknown,,,,,25,105.03,4.2012,,,,,,,,
28755,physics,20240817T102542Z,v09_91_02d01,,24,94.798,3.949916,,,,24,17.067,0.711125,0,24,0.64,0.026666,0
28756,cosmics,20240817T105517Z,unknown,,,,,47,196.042,4.171106,,,,,,,,
28757,cosmics,20240817T113310Z,v09_91_02d01,,304,1280.702,4.212835,49,206.158,4.207306,303,222.366,0.733881,-1,303,8.411,0.027759,-1
28758,cosmics,20240817T115355Z,unknown,,,,,1518,6391.507,4.210478,,,,,,,,
28759,physics,20240817T224400Z,v09_91_02d01,,7056,30070.24,4.261654999999999,,,,7044,5698.014,0.808917,-12,7044,193.208,0.027428,-12
28760,cosmics,20240818T103309Z,v09_91_02d01,,408,1704.179,4.176908999999999,67,279.153,4.166462,406,295.535,0.727918,-2,406,11.903,0.029317,-2
28761,cosmics,20240818T111330Z,unknown,,,,,74,306.62,4.143513,,,,,,,,
28762,physics,20240818T215707Z,v09_91_02d01,,13760,58669.866,4.2637979999999995,,,,13365,10898.919,0.8154819999999999,-395,13365,364.288,0.027256,-395
28765,physics,20240819T091237Z,v09_91_02d01,,4968,21171.669,4.261608,,,,109,88.563,0.812504,-4859,109,2.921,0.026798,-4859
28773,physics,20240819T133624Z,unknown,,72,283.41,3.93625,,,,,,,,,,,
28774,physics,20240819T135542Z,unknown,,72,293.771,4.080152,,,,,,,,,,,
28775,cosmics,20240819T145843Z,unknown,,,,,137,573.636,4.187124,,,,,,,,
28776,cosmics,20240819T151521Z,unknown,,,,,1320,5549.545,4.2042,,,,,,,,
28777,physics,20240820T010747Z,v09_91_02d01,,2064,8762.411,4.245354,,,,2055,1610.055,0.783481,-9,2055,56.874,0.027675,-9
28778,cosmics,20240820T101422Z,unknown,,,,,867,3650.179,4.210125,,,,,,,,
28791,cosmics,20240820T153406Z,v09_91_02d01,,2024,8564.743,4.231592,221,934.169,4.227009,2016,1476.165,0.7322240000000001,-8,2016,54.276,0.026922,-8
28794,cosmics,20240820T175726Z,unknown,,,,,233,982.399,4.216304,,,,,,,,
28796,cosmics,20240820T194631Z,unknown,,,,,1073,4516.339,4.209076,,,,,,,,
28799,physics,20240821T040553Z,v09_91_02d01,,336,1404.655,4.1805200000000005,,,,157,116.667,0.743101,-179,157,4.214,0.02684,-179
28800,cosmics,20240821T061551Z,unknown,,,,,30,123.932,4.131066,,,,,,,,
28801,physics,20240821T071117Z,v09_91_02d01,,120,488.457,4.070475,,,,14,8.298,0.5927140000000001,-106,14,0.313,0.022357,-106
28802,cosmics,20240821T072535Z,unknown,,,,,93,387.066,4.162,,,,,,,,
28803,cosmics,20240821T085557Z,v09_91_02d01,,92,386.691,4.203163,155,646.652,4.171948,5,3.363,0.6726,-87,5,0.124,0.0248,-87
28804,physics,20240821T093241Z,v09_91_02d01,,120,480.631,4.0052579999999995,,,,6,1.959,0.3265,-114,6,0.066,0.011,-114
28806,physics,20240821T100249Z,v09_91_02d01,,1576,6684.135,4.241202,,,,42,32.311,0.769309,-1534,42,1.152,0.027428,-1534
28815,cosmics,20240821T145411Z,unknown,,,,,7,26.174,3.7391419999999997,,,,,,,,
28817,physics,20240821T153941Z,v09_91_02d01,,496,2109.201,4.252421,,,,10,7.71,0.771,-486,10,0.257,0.0257,-486
28821,calibration,20240821T172606Z,unknown,,132,312.763,2.369416,,,,,,,,,,,
28823,cosmics,20240821T195250Z,unknown,,39,161.759,4.147666,599,2523.714,4.213212,,,,,,,,
28831,physics,20240821T212719Z,v09_91_02d01,,4,0.0,0.0,,,,1,0.0,0.0,-3,1,0.0,0.0,-3
28832,physics,20240821T213246Z,v09_91_02d01,,4,0.0,0.0,,,,2,0.0,0.0,-2,2,0.0,0.0,-2
28833,cosmics,20240821T232227Z,unknown,,9,35.519,3.946555,94,395.345,4.205797,,,,,,,,
28834,physics,20240821T233945Z,unknown,,16,55.974,3.498375,,,,,,,,,,,
28835,physics,20240821T234938Z,v09_91_02d01,,16,58.477,3.6548119999999997,,,,4,0.028,0.007,-12,4,0.0,0.0,-12
28836,cosmics,20240822T001833Z,unknown,,,,,995,4184.799,4.205828,,,,,,,,
28837,physics,20240822T083554Z,v09_91_02d01,,8,18.524,2.3155,,,,8,0.123,0.015375,0,8,0.005,0.000625,0
28838,cosmics,20240822T084819Z,unknown,,,,,2,4.464,2.232,,,,,,,,
28839,cosmics,20240822T091029Z,unknown,,,,,8,32.287,4.035875,,,,,,,,
28840,cosmics,20240822T095805Z,unknown,,,,,95,396.044,4.168884,,,,,,,,
28844,physics,20240822T104541Z,v09_91_02d01,,328,1377.101,4.198478,,,,316,223.732,0.708012,-12,316,8.99,0.028449000000000002,-12
28850,cosmics,20240822T123529Z,v09_91_02d01,,680,2856.599,4.20088,92,384.54,4.179782,323,220.318,0.682099,-357,323,9.574,0.02964,-357
28854,cosmics,20240822T132531Z,unknown,,,,,9,34.446,3.827333,,,,,,,,
28857,cosmics,20240822T134606Z,unknown,,,,,8,33.373,4.171625,,,,,,,,
28858,cosmics,20240822T140109Z,unknown,,,,,9,35.801,3.977888,,,,,,,,
28860,cosmics,20240822T141337Z,unknown,,,,,1,4.119,4.119,,,,,,,,
28862,cosmics,20240822T142532Z,unknown,,,,,8,31.731,3.966375,,,,,,,,
28863,cosmics,20240822T145538Z,unknown,,,,,4,16.594,4.1485,,,,,,,,
28864,cosmics,20240822T151404Z,unknown,,,,,28,117.563,4.198678,,,,,,,,
